id,name,state_id,field_1,field_2,field_3,field_4,field_5,field_6,field_7,field_8,field_9
956,Nagina,9,0,0,0,0,0,0,0,,
957,Najibabad,9,0,0,0,0,0,0,0,,
958,Nawabganj,9,0,0,0,0,0,0,0,,
959,Noida,9,0,0,0,0,0,0,0,,
960,Obra,9,0,0,0,0,0,0,0,,
961,Orai,9,0,0,0,0,0,0,0,,
962,Pilibhit,9,0,0,0,0,0,0,0,,
963,Pilkhuwa,9,0,0,0,0,0,0,0,,
964,Raebareli,9,124585,275,1.5,47955,5,36.4,1,,
965,Ramgarh Nagla Kothi,9,0,0,0,0,0,0,0,,
966,Rampur,9,0,0,0,0,0,0,0,,
967,Rath,9,0,0,0,0,0,0,0,,
968,Renukut,9,0,0,0,0,0,0,0,,
969,Saharanpur,9,1182959,4100,1.55,353845,15,39.47222222,1,,
970,Sahaswan,9,0,0,0,0,0,0,0,,
971,Sambhal,9,0,0,0,0,0,0,0,,
972,Sandila,9,0,0,0,0,0,0,0,,
973,Shahabad,9,0,0,0,0,0,0,0,,
974,Shahjahanpur,9,74070,219.5,0.25,15329,3,51.33333333,1,,
975,Shamli,9,0,0,0,0,0,0,0,,
976,Sherkot,9,0,0,0,0,0,0,0,,
977,Shikohabad,9,0,0,0,0,0,0,0,,
978,Sikandarabad,9,0,0,0,0,0,0,0,,
979,Sitapur,9,0,0,0,0,0,0,0,,
980,Sukhmalpur Nizamabad,9,0,0,0,0,0,0,0,,
981,Sultanpur,9,0,0,0,0,0,0,0,,
982,Tanda,9,0,0,0,0,0,0,0,,
983,Tilhar,9,0,0,0,0,0,0,0,,
984,Tundla,9,0,0,0,0,0,0,0,,
985,Ujhani,9,0,0,0,0,0,0,0,,
986,Unnao,9,0,0,0,0,0,0,0,,
987,Varanasi,9,46905,60,0,24391,2,88,1,,
988,Vrindavan,9,0,0,0,0,0,0,0,,
989,Dehradun,5,114271,332.5,0,41117,5,80,1,,
990,Dehra Dun Cantonment,5,0,0,0,0,0,0,0,,
991,Gola Range,5,0,0,0,0,0,0,0,,
992,Haldwani,5,101217,297,0,44073,3,55,1,,
993,Haridwar,5,27665,100,0,10266,2,71.5,1,,
994,Kashipur,5,21441,153,0,0,2,66,1,,
995,Pithoragarh,5,0,0,0,0,0,0,0,,
996,Rishikesh,5,0,0,0,0,0,0,0,,
997,Rudrapur,5,11934,100,0,0,2,84,1,,
998,Roorkee,5,0,0,0,0,0,0,0,,
999,Ankleshwar,24,0,0,0.5,0,1,114,1,,
1000,Behror,8,0,0,0,0,0,0,0,,
1001,Examba,29,81252,311,0,13209,6,26.33333333,1,,
1002,Miraj,27,25339,100,5.375,1310,6,26.16666667,1,,
1003,New Delhi,7,0,0,0,0,0,0,0,,
1004,Pratapgarh,9,0,0,0,0,0,0,0,,
1005,Sabarkantha,24,50032,130,0.295,22342,7,62.77777778,1,,
1006,Sindhudurg,27,0,0,0,0,0,0,0,,
1007,Silvassa,26,0,0,0,0,0,0,0,,
1008,Udham Singh Nagar,5,0,0,0,0,0,0,0,,
1009,Pauri Garhwal,5,0,0,0,0,0,0,0,,
1010,Mehsana,24,0,0,0,0,0,0,0,,
1011,Dharwad,29,0,0,0,0,0,0,0,,
1012,Jaspur,9,0,0,0,0,0,0,0,,
1013,Kichha,5,0,0,0,0,0,0,0,,
1014,Nainital,5,0,0,0,0,0,0,0,,
1015,Bazpur,5,0,0,0,0,0,0,0,,
1016,Chandauli,9,0,0,0,0,0,0,0,,
1017,Jaysingpur,27,0,0,0,0,0,0,0,,
1018,Almora,5,0,0,0,0,0,0,0,,
1019,Karad,27,0,0,0,0,0,0,0,,
1020,Sitarganj,5,0,0,0,0,0,0,0,,
1021,Uttar Kannada,29,0,0,0,0,0,0,0,,
1022,South Goa,30,0,0,0,0,0,0,0,,
1023,Ernakulam,32,15293,30,0,15293,1,64,1,,
1024,Chamoli,5,0,0,0,0,0,0,0,,
1025,Joshimath,5,0,0,0,0,0,0,0,,
1026,Uttarkashi,5,0,0,0,0,0,0,0,,
1027,Solan,2,0,0,0,0,0,0,0,,
1028,Bageshwar,5,0,0,0,0,0,0,0,,
1029,Bilaspur,5,0,0,0,0,0,0,0,,
1030,Bajpur,5,0,0,0,0,0,0,0,,
1031,Champawat,5,0,0,0,0,0,0,0,,
1032,Dharamshala,2,0,0,0,0,0,0,0,,
1033,Gadarpur,5,0,0,0,0,0,0,0,,
1034,Murshidabad,19,9350,30,1.375,0,1,172,1,,
1035,Ranebennur,29,16900,60,0,0,1,169,1,,
1036,Harpanahalli,29,0,0,0,0,0,0,0,,
1037,Kheda,24,0,0,0.8,0,1,140,1,,
1038,Coimbatore,33,0,0,0,0,0,0,0,,
